,comp_interno1,comp_interno2,comp_interno4,categoria1,categoria3,comp_mixto1,comp_externo1,comp_externo2,comp_externo3,Comp_final
20640,0,1,48,2,160,0.23334,1046.956522,103.7632864,83,0
20641,0,1,53,2,169,0.36942,107.2463768,10.62912956,44,0
20642,1215.805471,1,75,3,164,0.37994,904.3478261,88.53547831,97,0
20643,0,1,71,1,166,0.3,217.3913043,21.54553289,49,1
20644,0,1,72,1,167,0.36816,1329.275362,131.7437518,-43,1
20645,0,0,48,3,159,0.38,344.057971,34.09939673,131,1
20646,0,1,62,3,159,0.35766,179.7101449,17.81097386,123,0
20647,0,1,67,2,146,0.32906,600,59.46567078,79,0
20648,0,1,46,1,160,0.34,57.97101449,5.745475438,81,1
20649,0,0,55,2,146,0.35022,350.7246377,34.7601264,116,1
20650,4052.684904,1,55,3,149,0.37,217.3913043,21.54553289,57,1
20652,0,0,50,2,176,0.3693,908.8811594,25.00143637,123,0
20653,0,0,47,1,160,0.34022,47.53623188,4.711289859,47,0
20654,0,1,46,1,167,0.38,434.7826087,40.91295605,126,0
20655,0,1,32,1,159,0.30232,192.7536232,19.10370583,93,1
20656,0,1,46,2,148,0.325,495.6521739,49.123815,102,1
20658,0,1,51,2,171,0.35978,144.9275362,13.35823039,121,1
20659,0,1,58,2,151,0.3,382.6144928,37.92071244,-39,0
20660,1519.756839,1,69,3,164,0.3276,135.0724638,9.049123815,121,1
20661,810.5369807,1,70,5,164,0.32012,975.0724638,96.63889687,116,0
20662,0,1,75,2,170,0.3034,178.2608696,17.66733697,113,1
20664,0,1,71,1,162,0.38372,959.7101449,95.11634588,108,1
20665,0,0,51,2,160,0.37984,321.7391304,31.88738868,22,0
20668,0,1,68,3,160,0.38,469.5652174,46.53835105,14,1
20669,2026.342452,0,74,2,167,0.38,1421.73913,140.9077851,93,0
20670,0,1,68,2,160,0.37,869.5652174,86.18213157,56,1
20671,0,1,46,3,153,0.37858,231.884058,12.66877334,124,1
20672,0,1,34,2,154,0.36554,223.1884058,22.12008044,118,0
20673,0,1,48,1,166,0.34166,0,0,-609,0
20674,506.585613,0,30,2,154,0.32904,168.115942,16.66187877,113,0
20675,0,1,45,2,164,0.3456,695.6521739,18.3855214,25,0
20676,506.585613,1,50,3,154,0.36266,130.4347826,12.92731974,128,0
20677,1114.488349,1,45,3,147,0.35294,628.4057971,62.28095375,125,0
20678,1013.171226,1,72,1,173,0.38,1430.481159,14.65096237,26,0
20679,0,0,48,2,146,0.35816,60.86956522,6.004021833,123,0
20681,3546.099291,1,56,2,159,0.37574,1124.637681,111.4622235,113,1
20682,0,1,45,6,147,0.33114,72.46376812,4.59638035,118,0
20683,0,1,58,2,159,0.37,579.7101449,57.45475438,74,0
20684,1722.391084,1,66,3,152,0.30876,93.5942029,6.607296754,69,1
20685,0,1,49,1,173,0.37,46.37681159,4.59638035,67,1
20686,0,1,47,1,163,0.35,217.3913043,0,-608,1
20687,1013.171226,1,66,4,152,0.36,202.8985507,20.10916403,41,0
20688,1215.805471,1,43,3,151,0.3699,57.97101449,5.745475438,45,1
20689,5065.85613,1,70,2,176,0.38,130.4347826,12.92731974,62,1
20690,0,1,56,1,148,0.38,157.9710145,15.65642057,110,1
20691,1013.171226,1,74,3,164,0.24904,218.2608696,6.038494685,132,1
20692,0,1,57,3,167,0.36486,127.5362319,12.64004596,53,1
20693,810.5369807,0,50,1,169,0.32166,184.057971,18.24188452,129,1
20694,0,0,70,1,148,0.28,0,0,-608,1
20695,0,0,75,2,158,0.38,942.0289855,93.36397587,114,1
20696,0.001013171,1,57,2,149,0.36,304.3478261,30.16374605,107,0
20697,0,0,46,1,146,0.34,933.7681159,92.54524562,121,0
20698,0,1,44,1,164,0.36066,139.1304348,13.78914105,133,1
20699,810.5369807,0,53,1,169,0.37,147.826087,14.65096237,113,0
20700,0,0,48,2,176,0.32776,295.6521739,24.41827061,62,1
20701,1215.805471,1,41,2,169,0.32476,120.5797101,11.95058891,65,1
20702,3546.099291,1,73,2,171,0.30302,385.5072464,38.20741166,124,1
20703,0,0,56,1,159,0.26,734.4927536,49.41108877,95,1
20705,0,0,55,2,159,0.33614,497.9710145,49.35363401,117,0
20706,0,1,56,1,164,0.33344,28.98550725,0,132,1
20707,0,1,40,3,164,0.34666,75.36231884,7.46911807,100,1
20708,1519.756839,1,52,1,156,0.36456,107.2463768,10.62912956,125,0
20709,1013.171226,0,73,2,176,0.35428,289.8550725,0,101,0
20710,0,1,57,2,170,0.34,362.3188406,35.90922149,80,1
20711,3039.513678,1,61,3,164,0.25302,3211.666667,141.3386958,112,1
20712,3748.733536,0,48,2,156,0.36552,289.8550725,28.72737719,110,1
20714,709.2198582,1,47,3,159,0.332,0.002898551,0,-608,0
20715,0,1,39,1,156,0.27334,43.47826087,3.734559035,129,1
20716,0,0,50,1,146,0.26518,49.56521739,1.436081586,128,0
20717,0,1,64,1,158,0.37,57.97101449,5.745475438,85,1
20718,0,1,46,1,161,0.34522,82.60869565,8.187302499,81,0
20719,0,1,50,3,146,0.3553,217.3913043,9.192760701,4,0
20720,0,0,41,3,167,0.3386,0,0,-609,1
20721,0,0,75,1,160,0.37006,84.8115942,4.044814708,114,1
20722,0,1,45,1,156,0.31994,4.057971014,0,73,1
20723,0,0,53,2,164,0.32174,86.95652174,7.181844298,52,1
20724,4052.684904,1,62,2,153,0.36234,1066.666667,105.7167481,107,0
20725,0,1,51,1,146,0.34886,449.2753623,22.98190175,95,0
20726,0,0,49,3,175,0.36998,165.2173913,16.374605,128,1
20727,0,0,46,1,146,0.38,551.0144928,54.61074404,113,1
20728,0,1,75,2,170,0.35498,1055.362319,0,64,1
20729,0,0,52,2,168,0.31,0,0,-609,0
20730,0,1,49,3,166,0.3554,231.884058,21.54553289,120,1
20731,2026.342452,0,64,1,160,0.3401,187.5362319,18.58661304,101,1
20732,6079.027356,1,67,2,146,0.30546,1542.028986,152.8296467,41,0
20733,911.8541033,1,65,1,166,0.33988,724.6376812,71.81844298,125,0
20734,0,1,50,1,164,0.32238,61.73913043,6.118931342,119,1
20735,0,1,49,1,146,0.3,217.3913043,21.54553289,70,1
20736,2026.342452,1,46,1,173,0.36992,808.6956522,80.14938236,-61,0
20737,0,1,48,1,159,0.34,276.2318841,27.37719046,118,0
20738,0,0,75,1,146,0.30832,724.3478261,71.7897156,126,1
20739,2026.342452,0,71,3,169,0.34208,373.9130435,37.05831658,132,1
20740,0,1,63,1,164,0.30256,93.91304348,9.192760701,94,1
20741,0,0,75,6,156,0.36924,863.7681159,85.60758403,79,0
20742,1013.171226,1,47,1,166,0.3647,130.4347826,10.48549267,103,0
20743,3121.580547,1,49,2,146,0.238,863.7681159,85.60758403,113,0
20744,0,0,75,3,170,0.31318,269.2753623,26.68773341,73,0
20745,1823.708207,1,52,2,175,0.32926,741.4492754,73.48463085,79,1
20746,0,1,50,1,165,0.35472,501.4492754,49.69836254,128,0
20747,1114.488349,1,53,1,167,0.31456,206.3768116,20.10916403,58,0
20748,4559.270517,0,48,1,146,0.38,227.5362319,22.55099109,76,0
20749,0,0,51,3,164,0.37052,732.7536232,72.62280954,115,1
20750,0,0,66,1,146,0.36668,126.1594203,11.66331514,132,0
20752,0,1,43,1,164,0.33518,130.4347826,12.92731974,128,1
20753,1215.805471,1,69,1,159,0.3366,173.9130435,17.23642631,74,1
20754,810.5369807,1,50,2,148,0.37,1043.478261,21.54553289,85,1
20755,0,1,44,1,164,0.36108,246.3768116,24.41827061,69,0
20757,1215.805471,1,51,1,169,0.27228,57.97101449,5.745475438,92,0
20758,0,0,41,1,146,0.38322,177.3913043,17.58115484,71,0
20759,0,1,47,2,156,0.27936,246.3768116,17.83970124,62,0
20760,0,0,57,1,159,0.35988,103.1884058,10.22694628,125,0
20761,0,1,47,3,164,0.32692,276.5217391,27.40591784,90,0
20762,0,1,73,3,154,0.368,110.4347826,10.94513071,98,1
20763,0,1,74,3,169,0.24572,1518.84058,150.5314565,117,1
20764,3546.099291,1,51,1,175,0.38,236.2318841,23.41281241,46,1
20765,1013.171226,1,52,1,153,0.34,1357.971014,134.5877621,121,0
20766,0,0,59,1,146,0.38,45.2173913,4.481470842,104,0
20767,810.5369807,1,45,2,154,0.35372,200,19.82189026,53,0
20768,0,1,62,1,164,0.38,39.13043478,3.878195921,-18,1
20769,0,0,44,1,160,0.364,217.3913043,21.54553289,-33,1
20771,0,0,67,1,146,0.2632,1586.376812,157.2249354,81,1
20772,1013.171226,1,67,1,169,0.37,156.5217391,0,112,1
20773,0,0,45,2,167,0.37094,188.4057971,18.67279517,119,0
20776,0,1,53,1,168,0.364,588.4057971,58.3165757,129,1
20777,0,0,70,1,146,0.35876,608.6956522,15.59896581,61,0
20778,0,0,44,1,171,0.3422,28.98550725,2.872737719,64,1
20779,0,0,48,1,175,0.38,318.8405797,31.60011491,47,1
20780,0,1,52,1,146,0.37658,31.01449275,3.073829359,82,0
20781,0,1,74,4,159,0.36,289.8550725,14.90950876,-32,0
20782,0,1,73,3,171,0.35396,142.0289855,14.07641482,70,0
20783,0,1,62,2,146,0.34244,191.3043478,18.96006895,86,1
20784,0,0,52,2,167,0.38,165.2173913,14.3636886,63,1
20785,0,0,68,1,157,0.37958,48.69565217,4.826199368,114,1
20786,0,1,45,1,151,0.34516,62.31884058,5.438092502,82,1
20787,0,1,41,3,164,0.35336,81.15942029,8.043665613,71,0
20788,0,1,48,2,151,0.34858,107.3449275,5.601838552,84,0
20789,0,0,73,2,176,0.37,952.173913,94.36943407,123,1
20790,0,1,56,3,159,0.33992,93.91304348,9.30767021,102,1
20791,1215.805471,1,48,1,167,0.33846,434.7826087,43.09106579,128,1
20792,0,1,74,3,159,0.36326,28.98550725,0,130,0
20793,10131.71226,1,51,3,164,0.38,437.6811594,43.37833956,113,1
20794,5065.85613,0,56,2,149,0.26,206.3768116,0,110,0
20795,0,1,55,1,168,0.31454,228.9855072,22.69462798,125,0
20796,1013.171226,1,75,1,164,0.38,1014.492754,4.309106579,132,0
20797,0,1,59,3,159,0.34556,756.5217391,74.97845447,131,0
20798,0,1,60,1,146,0.36236,512.173913,50.7612755,93,1
20799,0,1,70,3,159,0.25,363.7681159,31.60011491,95,0
20800,0,1,49,2,170,0.38,1084.927536,107.5265728,88,1
20801,0,1,56,3,164,0.32084,194.7826087,19.30479747,41,1
20802,0,0,44,1,171,0.347,267.826087,26.54409652,88,0
20803,1215.805471,1,72,1,159,0.33876,681.1594203,67.5093364,-33,0
20804,0,0,44,1,148,0.366,46.66666667,4.625107728,86,1
20805,3039.513678,1,51,2,176,0.29042,10.14492754,0,66,1
20806,0,1,41,1,147,0.36842,289.8550725,12.63975869,96,1
20807,0,1,63,2,166,0.23528,4.347826087,0,58,1
20808,0,1,69,2,164,0.3205,720.2898551,71.38753232,80,1
20809,1519.756839,1,50,2,146,0.34,2028.985507,201.0916403,87,0
20810,0,1,49,3,159,0.3,153.6231884,2.729100833,93,1
20811,810.5369807,1,48,2,152,0.36352,405.7971014,40.21832807,107,0
20812,1317.122594,1,59,6,146,0.31832,222.1333333,22.01551278,93,0
20813,2532.928065,1,59,2,170,0.28332,284.057971,28.15282965,65,0
20815,0,0,45,3,146,0.36324,49.27536232,4.481470842,85,1
20816,1114.488349,1,54,3,148,0.33836,285.5072464,14.3636886,109,1
20817,0,0,63,1,146,0.37,107.9826087,9.70985349,6,1
20818,0,1,42,1,146,0.2968,507.2463768,50.27291008,98,1
20819,12158.05471,1,75,3,150,0.3749,663.7681159,65.78569377,114,1
20820,0,1,50,1,169,0.39,247.826087,24.5619075,128,0
20821,0,0,48,1,164,0.35,63.76811594,2.872737719,70,0
20822,0,1,46,1,146,0.35078,310.1449275,30.73829359,82,1
20823,6079.027356,1,64,3,164,0.38,2051.304348,203.3036484,97,0
20824,810.5369807,0,74,3,146,0.32444,657.3913043,65.15369147,126,1
20825,0,1,50,1,157,0.30862,359.4202899,24.41827061,119,1
20826,0,1,49,2,148,0.32592,699.7101449,23.52772192,98,1
20827,0,0,72,2,146,0.277,579.7101449,57.45475438,132,1
20829,0,0,49,1,154,0.30702,291.3043478,21.54553289,43,0
20830,0,1,46,2,159,0.34838,381.1594203,37.77650101,121,0
20831,0,1,50,2,159,0.31388,82.60869565,0,-608,0
20833,0,0,51,2,159,0.34642,695.6521739,68.94570526,129,1
20834,0,1,48,1,169,0.36614,176.8115942,17.52370009,69,0
20835,0,1,53,2,164,0.31662,943.4782609,93.50761275,125,1
20836,0,0,43,1,146,0.3,275.3623188,19.96552715,132,1
20837,0,1,46,1,153,0.37316,295.6521739,29.30192473,55,0
20838,0,1,55,1,164,0.3145,188.4057971,18.67279517,129,0
20839,1519.756839,1,62,1,154,0.3,550.7246377,54.58201666,132,0
20840,0,1,62,3,171,0.36858,240.5797101,18.3855214,118,0
20841,1215.805471,1,48,2,156,0.34,113.0434783,11.2036771,68,0
20842,0,0,67,2,146,0.38,2202.898551,218.3280666,91,1
20843,2532.928065,1,69,1,160,0.37896,217.3913043,21.54553289,125,0
20844,0,0,50,3,151,0.35032,321.7391304,30.73829359,118,1
20845,0,0,66,1,170,0.38,57.97101449,0,-608,0
20846,0,0,60,1,159,0.36616,251.0144928,24.87790865,112,0
20847,0,1,70,1,146,0.3,653.6231884,64.78023556,128,0
20848,0,1,73,2,146,0.34,585.5072464,58.02930192,114,1
20850,506.585613,1,60,1,151,0.32592,402.3188406,39.87359954,113,1
20851,0,1,61,1,166,0.34708,59.71014493,5.917839701,115,0
20852,0,1,51,3,171,0.32598,8.695652174,0,-608,1
20853,0,0,47,3,146,0.35454,693.9130435,68.77334099,123,0
20854,0,1,59,1,168,0.37,446.3768116,44.24016087,59,1
20855,0,0,52,2,154,0.38,140.2608696,13.90117782,106,1
20856,0,0,59,1,157,0.34036,1089.275362,107.9574835,103,0
20857,0,1,75,1,169,0.34,115.9536232,11.49209997,51,0
20858,0,0,60,1,162,0.38,203.4782609,20.16661879,110,1
20859,303.9513678,0,50,2,177,0.34,182.6086957,18.09824763,105,1
20860,1215.805471,1,55,1,146,0.38,324.6376812,32.17466245,90,1
20861,0,0,73,1,172,0.3414,0,0,79,1
20862,1215.805471,1,63,3,164,0.38,266.6666667,2.642918702,65,1
20863,810.5369807,1,54,3,164,0.29266,237.6811594,23.5564493,90,0
20864,4052.684904,1,42,1,156,0.38,26.08695652,2.585463947,64,0
20865,0,0,42,1,150,0.32942,0,0,118,1
20866,0,1,70,3,160,0.31272,81.15942029,0,79,1
20867,0,0,75,1,169,0.37966,191.3043478,18.96006895,113,1
20868,0,1,51,3,164,0.38,144.9275362,7.066934789,131,0
20869,0,1,47,1,164,0.38,237.6811594,23.5564493,128,1
20870,1013.171226,1,52,3,164,0.33714,959.4202899,95.0876185,109,0
20871,0,0,71,1,146,0.292,75.36231884,7.46911807,76,1
20872,0,1,54,1,170,0.29352,628.9855072,10.62912956,125,0
20874,506.585613,0,57,1,158,0.29952,0,0,37,1
20875,0,1,56,3,151,0.38,108.6956522,10.77276645,118,0
20876,0,1,68,2,146,0.3368,446.3768116,44.24016087,98,0
20877,607.9027356,0,51,1,148,0.3587,521.7391304,51.70927894,129,0
20878,0,1,48,3,164,0.32194,600,59.46567078,40,0
20879,0,1,44,2,176,0.3499,66.66666667,0,112,0
20880,0,0,53,1,169,0.33054,57.97101449,5.745475438,73,0
20881,0,1,41,1,160,0.38,36.8115942,3.648376903,51,0
20882,0,1,75,1,175,0.3787,256.2318841,25.39500144,104,1
20884,0,1,69,1,161,0.325,368.115942,0,104,1
20885,0,1,50,1,151,0.38,153.6231884,15.22550991,83,1
20886,1519.756839,1,30,1,151,0.34,269.5652174,26.71646079,70,1
20887,0,0,42,1,159,0.34,75.36231884,7.46911807,127,0
20888,0,0,56,2,159,0.26,173.9130435,17.23642631,102,0
20889,0,0,53,2,164,0.33672,1449.275362,143.636886,124,0
20891,0,1,75,2,170,0.3762,428.9855072,40.21832807,132,1
20892,5065.85613,1,63,1,176,0.38,169.8550725,6.118644068,104,0
20893,1013.171226,1,74,2,150,0.297,0,0,-608,1
20894,0,1,69,4,164,0.34012,289.8550725,0,81,0
20895,3039.513678,1,70,2,146,0.36,453.6231884,44.9583453,121,1
20896,0,1,72,3,164,0.37988,1240.57971,122.9531744,120,1
20897,0,0,49,3,169,0.30192,0,0,-609,1
20898,0,1,49,2,164,0.32858,485.7971014,48.14708417,131,0
20899,962.5126646,1,68,4,159,0.37222,289.8550725,4.883654122,104,0
20900,455.9270517,1,69,3,177,0.31562,115.942029,11.49095088,117,1
20901,810.5369807,1,46,1,175,0.32294,81.15942029,8.043665613,123,0
20902,607.9027356,0,53,3,163,0.37,113.0434783,11.2036771,112,1
20903,1519.756839,0,46,3,159,0.34286,43.47826087,4.309106579,62,0
20904,0,0,50,2,161,0.29166,42.89855072,4.251651824,111,0
20905,0,1,62,3,146,0.36394,286.9565217,28.44010342,77,1
20906,0,0,52,3,159,0.305,689.8550725,68.37115771,130,0
20907,0,1,43,3,171,0.34,1022.318841,101.3214594,70,0
20908,0,0,48,1,175,0.35916,92.75362319,9.192760701,111,0
20909,1013.171226,1,42,1,173,0.36954,144.9275362,5.601838552,91,1
20910,0,1,54,2,169,0.28042,376.8115942,4.050560184,87,0
20911,0,1,44,1,167,0.31248,463.7681159,33.89830508,59,1
20912,0,0,52,1,159,0.325,140.5797101,13.93277794,132,1
20914,0,0,51,1,167,0.36666,57.97101449,5.745475438,92,0
20915,506.585613,1,66,1,173,0.36578,31.88405797,3.160011491,97,1
20916,0,1,55,2,160,0.36,2011.594203,199.3679977,47,0
20917,0,1,59,3,164,0.3,542.0289855,53.72019535,128,1
20918,0,1,46,1,146,0.33038,168.115942,16.66187877,131,1
20919,0,1,54,1,159,0.33756,252.173913,24.99281816,90,0
20920,0,1,51,2,146,0.33112,54.34782609,5.386383223,124,1
20921,506.585613,1,50,2,154,0.34,1077.681159,18.87388681,127,0
20922,0,1,63,2,159,0.3248,762.3188406,75.55300201,124,0
20923,0,0,57,1,161,0.34,442.6086957,43.86670497,127,1
20924,0,0,72,1,146,0.33908,1807.246377,179.1151968,114,0
20925,0,1,63,1,168,0.33754,434.7826087,43.09106579,77,1
20926,0,1,60,2,159,0.328,403.4782609,39.98850905,-35,1
20927,1266.464032,1,56,2,164,0.3568,292.7536232,29.01465096,109,1
20928,0,1,53,3,168,0.34612,871.3043478,86.35449583,115,1
20929,1013.171226,1,75,1,176,0.36842,1487.826087,147.4576271,11,1
20930,2026.342452,1,52,2,162,0.2491,637.6811594,63.20022982,50,1
20931,0,1,57,3,146,0.38,115.942029,11.49095088,90,0
20932,0,0,43,1,166,0.38,353.6231884,35.04740017,125,0
20933,0,1,75,1,160,0.35,147.826087,14.65096237,129,1
20934,0,1,65,1,159,0.32,236.2318841,23.41281241,122,0
20935,0,0,66,1,146,0.36078,608.115942,60.27003735,55,1
20936,15197.56839,0,73,3,158,0.31334,565.2173913,56.01838552,122,0
20937,1013.171226,1,75,3,174,0.37,336.2318841,29.15828785,125,0
20938,0,0,46,1,170,0.37,276.5217391,27.40591784,95,1
20939,1347.51773,1,51,1,161,0.28194,633.3333333,62.76931916,90,0
20940,2735.56231,1,60,2,170,0.23636,0.008695652,0,120,0
20941,2026.342452,1,58,1,175,0.34,266.9565217,26.45791439,-48,1
20942,861.195542,0,60,1,151,0.31752,200,19.82189026,117,0
20943,0,1,59,1,166,0.38,255.0724638,25.28009193,119,0
20944,0,0,43,1,173,0.37,144.9275362,14.3636886,93,0
20945,0,0,36,1,166,0.39,31.30434783,3.102556737,102,0
20946,0,1,61,1,169,0.328,347.826087,26.14191324,59,0
20947,4052.684904,1,57,3,170,0.35462,318.8405797,31.02556737,110,0
20948,0,1,72,1,159,0.28818,856.8115942,0,122,0
20949,0,0,50,2,176,0.37,145.6521739,14.43550704,79,1
20950,0,0,63,3,160,0.38,517.3913043,51.27836828,49,0
20951,0,1,65,3,164,0.35494,57.97101449,5.745475438,129,0
20952,3039.513678,1,70,2,156,0.36,623.1884058,61.76386096,132,0
20953,1519.756839,1,63,1,175,0.38,1449.275362,143.636886,107,1
20954,0,1,64,1,154,0.38,98.55072464,9.480034473,128,1
20955,0,1,59,3,169,0.36,591.3043478,58.60384947,65,0
20956,1519.756839,0,56,2,157,0.38,261.8173913,15.22550991,116,0
20957,810.5369807,0,56,4,154,0.36992,131.884058,13.07095662,110,0
20958,1013.171226,1,75,1,175,0.3083,373.9130435,37.05831658,88,0
20959,0,0,50,2,164,0.3422,86.95652174,8.618213157,36,1
20960,0,1,75,2,146,0.25882,0,0,-609,1
20963,0,1,54,1,146,0.37,531.3043478,52.65728239,71,1
20964,10131.71226,0,75,1,146,0.32222,1522.318841,150.876185,127,0
20965,709.2198582,1,49,1,175,0.37342,233.3333333,23.12553864,73,0
20966,0,0,73,1,159,0.364,400,39.64378052,50,1
20967,911.8541033,0,68,3,176,0.3,934.7826087,53.1456478,122,0
20968,0,1,44,1,166,0.38,49.27536232,4.883654122,110,0
20969,0,0,61,1,160,0.32942,1167.246377,115.6851479,88,0
20970,0,1,68,1,175,0.38,140.5797101,13.93277794,85,1
20971,1013.171226,1,56,3,163,0.26856,144.9275362,11.77822465,78,1
20972,0,1,51,2,176,0.373,289.8550725,20.68371158,60,1
20973,0,1,58,2,162,0.36,524.6376812,51.99655271,122,1
20974,0,1,52,1,159,0.36,1420.289855,16.374605,14,1
20975,0,0,57,6,152,0.336,579.7101449,57.45475438,65,0
20976,0,0,55,2,156,0.34,1399.130435,138.6670497,6,0
20977,2026.342452,1,60,2,159,0.32486,1594.202899,98.53490376,117,1
20978,0,1,64,2,171,0.35654,1148.695652,113.8465958,117,0
20980,506.585613,1,68,2,166,0.38,211.5942029,20.97098535,91,0
20981,0,1,66,1,169,0.28,78.26086957,0,116,0
20982,0,1,64,2,164,0.33334,382.6086957,37.92013789,66,0
20983,0,1,44,1,146,0.27024,218.2608696,21.63171502,129,0
20984,0,0,46,1,164,0.26,237.6811594,23.5564493,126,0
20985,0,1,46,3,164,0.30086,144.9275362,10.62912956,99,1
20986,0,0,47,1,146,0.32584,0,0,-609,1
20987,0,0,56,1,146,0.27692,182.6086957,18.09824763,122,1
20988,0,1,53,1,160,0.32462,136.2318841,13.50186728,103,1
20989,0,1,50,2,158,0.36966,434.7826087,25.28009193,76,0
20990,1013.171226,1,75,1,160,0.32714,1266.666667,69.37661591,109,0
20991,607.9027356,1,43,1,154,0.28906,104.3478261,10.34185579,116,0
20992,0,1,58,1,156,0.34044,605.7971014,60.04021833,87,1
20993,0,1,46,1,146,0.3238,27.24637681,0,129,0
20994,0,1,45,1,164,0.34,24.90144928,0,-608,1
20995,0,1,45,2,167,0.32122,72.46376812,7.181844298,114,1
20996,0,1,60,1,169,0.368,379.7101449,37.63286412,45,0
20997,1013.171226,1,70,1,162,0.38,579.7101449,57.45475438,109,0
20998,810.5369807,1,75,2,156,0.35804,186.9565217,18.52915829,128,1
20999,0,0,59,1,171,0.37,928.4057971,92.01378914,125,0
21000,0,0,46,1,162,0.32978,3.47826087,0,128,0
21001,5065.85613,0,69,2,154,0.26,415.9391304,41.22349899,40,0
21002,5065.85613,0,35,1,156,0.25,698.5507246,69.23297903,107,1
21003,3039.513678,1,45,2,171,0.29928,165.2173913,16.374605,79,0
21005,0,1,55,3,148,0.298,226.0869565,22.40735421,76,0
21006,0,1,46,1,148,0.28356,141.7391304,14.04768745,79,0
21007,0,0,53,3,167,0.31212,217.3913043,21.54553289,107,0
21008,0,1,62,1,146,0.34,50.72463768,5.027291008,68,0
21009,0,0,48,1,156,0.368,115.942029,11.49095088,62,1
21010,1823.708207,1,75,2,162,0.3636,133.3333333,11.57713301,99,0
21011,0,1,66,2,170,0.26888,686.9565217,68.08388394,-26,0
21012,0,1,52,1,169,0.36606,110.1449275,10.91640333,41,0
21013,0,1,46,1,164,0.289,501.4492754,49.69836254,118,1
21014,1013.171226,1,71,2,154,0.38,5797.101449,28.72737719,18,0
21015,0,0,52,4,164,0.37982,23.91304348,1.43636886,64,1
21016,6079.027356,1,67,4,177,0.29248,237.3913043,23.52772192,77,0
21017,0,1,60,1,148,0.33672,563.7681159,50.78626831,85,1
21018,0,0,51,1,148,0.35908,46.37681159,4.59638035,36,1
21019,0,0,44,1,164,0.36994,57.97101449,5.745475438,44,1
21021,3039.513678,1,52,4,164,0.33992,194.2028986,19.24734272,56,0
21022,0,1,47,1,158,0.33892,0.014492754,0,-608,1
21023,0,0,75,3,149,0.37,533.3333333,52.85837403,123,1
21024,0,1,43,2,164,0.27308,173.9130435,17.23642631,49,1
21025,0,1,44,1,146,0.3799,171.0144928,16.94915254,89,1
21026,0,0,63,2,167,0.38,1304.347826,86.18213157,121,1
21027,10131.71226,1,65,1,146,0.37,115.942029,9.767308245,70,1
21028,0,0,40,1,169,0.36998,130.4347826,12.92731974,113,1
21029,709.2198582,1,73,1,166,0.36,133.3333333,10.05458202,95,0
21030,3546.099291,1,73,2,147,0.33798,1630.434783,161.5914967,125,1
21031,0,1,43,1,146,0.38,1027.246377,101.8098248,131,0
21032,759.8784195,0,44,1,146,0.3331,132.0956522,5.745475438,46,1
21033,2532.928065,1,50,2,146,0.26666,20.28985507,0,-608,1
21034,0,1,74,1,146,0.278,573.9130435,56.88020684,131,0
21035,0,1,54,2,155,0.3799,297.1014493,17.83970124,128,1
21036,810.5369807,1,49,3,164,0.33438,189.8550725,18.81643206,107,1
21037,0,1,56,1,146,0.34414,611.5942029,60.61476587,43,1
21039,0,1,58,2,166,0.25548,57.97101449,5.745475438,20,0
21040,0,1,68,2,146,0.25446,666.6666667,66.07296754,111,0
21041,2026.342452,1,57,2,156,0.36608,185.5072464,18.3855214,-12,1
21042,607.9027356,1,52,3,159,0.34,347.826087,34.47285263,104,0
21043,0,0,46,2,161,0.36,144.9275362,14.3636886,55,0
21044,3546.099291,0,74,5,167,0.2746,356.2318841,35.30594657,106,0
21045,0,0,56,3,175,0.34,860,19.53461649,88,1
21046,3039.513678,1,65,2,152,0.31916,2173.913043,28.72737719,123,0
21047,1621.073961,1,69,3,165,0.29334,988.6956522,97.9890836,62,1
21048,506.585613,0,65,1,161,0.38,368.115942,36.48376903,62,0
21049,0,1,69,3,146,0.3378,1400,138.7532318,59,1
21050,1823.708207,0,62,1,175,0.31236,401.4492754,39.78741741,133,0
21051,0,1,45,1,164,0.34732,97.39130435,4.021832807,128,1
21052,126.6464032,1,56,3,164,0.33624,120.2898551,11.92186153,31,1
21053,8105.369807,0,75,1,160,0.29094,788.4057971,78.13846596,129,0
21054,0,0,60,2,146,0.31558,75.36231884,0,107,0
21055,0,0,59,1,163,0.30914,0,0,-609,1
21056,0,1,61,2,156,0.368,1376.811594,136.4550417,83,1
21057,0,0,49,1,154,0.35724,173.9130435,17.23642631,63,0
21058,0,1,53,2,170,0.37,246.3768116,22.98190175,119,0
21059,0,1,56,1,159,0.36594,37.10144928,3.67710428,45,0
21060,0,0,47,2,159,0.29748,541.3043478,53.6483769,127,0
21061,202.6342452,1,51,2,159,0.30468,521.7391304,51.70927894,127,0
21062,0,1,52,1,159,0.37,289.8550725,8.819304797,107,1
21063,0,1,43,1,164,0.34666,144.9275362,14.3636886,118,0
21064,0,0,69,1,158,0.32308,724.6376812,0,-13,0
21065,0,1,50,1,151,0.37132,197.6811594,19.59207124,75,0
21066,0,0,53,1,146,0.38,223.4782609,19.3909796,109,0
21067,0,1,56,1,160,0.36942,72.46376812,4.366561333,97,1
21068,0,1,59,2,146,0.29334,52.17391304,5.170927894,124,0
21069,861.195542,1,60,2,170,0.36568,196.2318841,6.262568228,55,0
21070,0,0,52,1,175,0.35084,542.0289855,0,127,0
21071,0,0,49,1,168,0.27692,0,0,-609,0
21072,1418.439716,0,46,1,146,0.35234,347.826087,34.47285263,95,0
