comp_interno1,comp_interno2,comp_interno4,categoria1,categoria3,comp_mixto1,comp_externo1,comp_externo2,comp_externo3,Comp_final
506.585613,b'1',42,1,151,0.2928,-10,-10,84,1
0,b'1',57,3,167,0.34,427.5362319,21.83280666,63,1
24559.27052,b'0',64,3,167,0.3762,298.2608696,29.56047113,74,1
810.5369807,b'1',54,3,166,0.33996,310.1449275,30.73829359,78,1
2532.928065,b'1',62,2,156,0.32,517.3913043,51.27836828,81,1
0,b'1',48,1,152,0.31764,550.7246377,9.192760701,64,1
0,b'1',75,1,146,0.26894,365.2173913,31.31284114,118,1
0,b'0',38,1,146,0.37,281.1594203,27.86555587,111,1
0,b'1',63,1,160,0.38,60.86956522,6.03274921,69,1
0,b'0',48,1,164,0.38,68.4057971,4.969836254,121,1
0,b'1',45,1,151,0.35958,42.02898551,4.165469693,60,1
0,b'1',62,2,159,0.31222,637.6811594,37.6615915,119,1
0,b'1',45,1,159,0.26528,72.46376812,-10,35,1
2532.928065,b'0',51,2,147,0.26868,217.3913043,21.54553289,79,1
0,b'1',45,3,164,0.328,57.97101449,5.745475438,142,1
0,b'0',49,2,159,0.3483,100.4463768,-10,57,1
0,b'1',58,1,164,0.3081,478.2608696,47.40017236,43,1
212.7659574,b'1',59,2,156,0.33912,205.7971014,20.39643781,64,1
354.6099291,b'1',51,1,173,0.3077,529.8550725,52.5136455,129,1
0,b'1',50,3,146,0.36122,428.9855072,42.51651824,127,1
0,b'1',43,1,164,0.3019,724.6376812,71.81844298,87,1
1215.805471,b'0',58,2,162,0.2563,271.0144928,25.72536627,50,1
354.6099291,b'1',53,3,151,0.28,244.057971,24.18845159,131,1
0,b'0',51,2,172,0.34,-10,-10,-609,1
0,b'1',59,1,175,0.3579,431.7391304,42.78942833,71,1
4052.684904,b'0',72,3,146,0.2835,292.7536232,14.3636886,132,1
0,b'1',47,2,156,0.36,68.98550725,6.837115771,118,1
0,b'1',47,1,164,0.27114,95.65217391,-10,123,1
5065.85613,b'1',55,2,160,0.26,1449.275362,143.636886,127,1
0,b'0',67,1,164,0.37,41.15942029,4.079287561,108,1
0,b'1',51,1,169,0.34,613.6318841,14.3636886,124,1
0,b'1',57,2,155,0.37,579.7101449,21.54553289,52,1
506.585613,b'0',44,1,154,0.38,98.69565217,9.781671933,66,1
3546.099291,b'1',76,3,164,0.3699,1449.275362,31.88738868,3,1
2026.342452,b'1',75,3,164,0.35384,324.6376812,32.17466245,134,1
0,b'1',58,1,162,0.35028,485.5072464,48.11835679,119,1
1013.171226,b'1',52,2,148,0.37,330.4347826,32.74921,103,1
1722.391084,b'1',75,2,146,0.36172,1010.724638,100.1723643,134,1
4052.684904,b'1',75,1,175,0.3069,800,79.28756105,40,1
0,b'0',39,1,164,0.29,272.9362319,7.181844298,117,1
3546.099291,b'1',75,1,163,0.31564,307.2463768,26.5728239,74,1
0,b'1',63,3,164,0.28972,11.30434783,-10,119,1
0,b'1',43,1,164,0.32216,31.88405797,3.160011491,112,1
0,b'0',46,1,168,0.37362,330.4405797,32.74978454,115,1
0,b'0',52,2,146,0.38,75.07246377,1.83855214,127,1
0,b'0',41,1,170,0.30852,52.17391304,5.170927894,87,1
810.5369807,b'1',71,4,151,0.37,146.3768116,14.50732548,69,1
0,b'1',51,1,146,0.35508,217.3913043,21.54553289,93,1
709.2198582,b'1',65,1,177,0.36898,144.9275362,14.3636886,118,1
0,b'1',46,3,169,0.37,88.4057971,8.761850043,104,1
0,b'1',69,2,146,0.38,463.7681159,45.9638035,107,1
0,b'0',63,1,170,0.30016,304.3478261,30.16374605,63,1
1215.805471,b'1',60,2,147,0.305,81.15942029,8.043665613,121,1
0,b'1',58,1,167,0.37,202.8985507,20.10916403,55,1
9625.126646,b'1',70,1,146,0.34888,626.0869565,62.05113473,131,1
0,b'0',71,2,156,0.31612,115.6521739,11.4622235,70,1
0,b'1',65,1,146,0.38,216.2318841,18.54352198,117,1
0,b'0',74,2,146,0.28164,776.0869565,76.91755243,128,1
0,b'1',50,3,171,0.36,16.23188406,1.608733123,74,1
1215.805471,b'1',49,2,169,0.28902,210.1449275,20.82734846,71,1
0,b'1',50,2,169,0.3416,-10,-10,-608,1
1317.122594,b'1',74,1,148,0.32184,407.5362319,40.39069233,120,1
0,b'1',55,1,146,0.3216,259.4202899,25.71100259,-4,1
0,b'1',53,2,146,0.38,744.057971,73.74317725,99,1
0,b'0',75,3,175,0.26,1278.246377,126.686297,84,1
0,b'1',60,2,159,0.30912,60.86956522,6.03274921,121,1
0,b'1',61,4,159,0.26838,231.884058,22.98190175,107,1
810.5369807,b'1',52,1,156,0.27272,124.6376812,10.42803792,122,1
4559.270517,b'1',60,2,159,0.30526,659.4202899,65.35478311,110,1
0,b'1',62,4,170,0.304,776.8115942,76.98937087,99,1
0,b'1',72,3,168,0.34606,857.9710145,85.03303648,26,1
486.3221884,b'0',51,1,156,0.2625,57.97101449,5.745475438,109,1
0,b'1',43,1,164,0.34166,2.026086957,-10,129,1
0,b'0',42,1,169,0.35484,89.79710145,8.899741454,77,1
911.8541033,b'1',75,3,164,0.38,-10,-10,128,1
0,b'1',48,1,146,0.3426,236.2318841,23.41281241,125,1
0,b'1',57,2,159,0.26956,579.7101449,57.45475438,120,1
0,b'1',52,1,167,0.30588,214.4927536,21.25825912,99,1
0,b'0',63,1,146,0.38,234.7826087,23.26917552,121,1
0,b'1',59,1,146,0.34,1135.942029,112.5825912,114,1
0,b'1',64,3,159,0.22598,841.4202899,83.39270325,120,1
0,b'1',51,2,170,0.34,1673.913043,165.9006033,49,1
20263.42452,b'1',62,4,159,0.25994,872.4637681,80.43665613,85,1
2026.342452,b'1',50,2,155,0.33,144.9275362,14.3636886,78,1
2228.976697,b'1',72,3,164,0.30434,1116.811594,41.65469693,102,1
3039.513678,b'1',53,2,168,0.38,162.3188406,16.08733123,111,1
1013.171226,b'1',62,2,152,0.37,230.9101449,3.102556737,47,1
0,b'1',57,1,169,0.37666,428.9855072,18.6440678,76,1
1519.756839,b'1',53,2,150,0.34,1159.42029,55.15656421,132,1
0,b'1',51,1,146,0.3032,78.37681159,7.767882792,47,1
0,b'0',47,1,160,0.368,217.3913043,21.54553289,73,1
0,b'0',45,1,160,0.38,150.7246377,14.93823614,86,1
0,b'1',40,1,167,0.2822,107.2463768,10.62912956,109,1
0,b'1',75,4,164,0.30226,1480,92.99051997,111,1
0,b'1',49,1,159,0.33334,286.9565217,28.44010342,120,1
3039.513678,b'1',75,3,169,0.28766,1732.753623,171.7322608,103,1
0,b'0',42,1,146,0.38984,24.92753623,1.43636886,97,1
0,b'1',59,1,146,0.3785,239.4202899,23.72881356,89,1
0,b'0',47,1,146,0.36,173.9130435,17.23642631,44,1
0,b'0',45,1,167,0.2917,1277.536232,126.615915,108,1
0,b'1',54,1,170,0.33676,244.9275362,-10,62,1
810.5369807,b'1',74,1,156,0.366,695.6521739,-10,114,1
0,b'1',57,3,164,0.25256,230.7971014,22.87417409,101,1
0,b'1',74,2,159,0.33664,106.0869565,10.51422005,106,1
0,b'0',61,2,160,0.25958,165.2173913,16.374605,75,1
0,b'1',59,2,167,0.25598,275.942029,18.92157426,85,1
0,b'1',57,2,167,0.34,666.6666667,26.71646079,66,1
0,b'0',51,1,168,0.32,173.9130435,8.618213157,113,1
0,b'1',49,1,146,0.24504,368.115942,36.48376903,100,1
0,b'1',58,1,159,0.29202,289.8550725,28.72737719,68,1
0,b'1',55,1,170,0.36982,365.2173913,36.19649526,111,1
0,b'1',50,1,146,0.38,311.5942029,30.88193048,59,1
0,b'1',60,2,159,0.36674,2018.26087,200.0287274,66,1
0,b'0',47,3,147,0.37102,220.5797101,21.86153404,111,1
0,b'0',56,1,163,0.28042,147.826087,-10,94,1
0,b'1',53,4,156,0.2991,-10,-10,-609,1
0,b'1',49,3,146,0.37346,191.3043478,18.96006895,77,1
0,b'1',34,3,164,0.34,-10,-10,-609,1
0,b'0',42,1,156,0.36076,277.9710145,27.54955473,87,1
5065.85613,b'0',46,1,167,0.312,127.5362319,12.64004596,49,1
0,b'1',60,1,146,0.33746,318.8405797,31.60011491,92,1
0,b'0',44,1,160,0.36,95.65217391,9.480034473,67,1
0,b'1',40,1,163,0.28304,-10,-10,128,1
1215.805471,b'1',70,1,147,0.31428,680.8695652,67.48060902,84,1
0,b'1',51,1,166,0.36756,63.76811594,6.320022982,81,1
0,b'0',47,1,170,0.25052,168.115942,16.66187877,95,1
759.8784195,b'1',61,1,169,0.34,927.2463768,91.89887963,107,1
0,b'1',47,2,170,0.24336,718.8405797,71.24389543,125,1
0,b'1',46,2,151,0.3626,86.95652174,3.935650675,52,1
0,b'1',69,1,160,0.32632,26.08695652,2.585463947,0,1
0,b'0',42,1,169,0.32026,523.0434783,51.83855214,81,1
506.585613,b'1',64,2,151,0.33084,28.69565217,2.844010342,86,1
0,b'1',58,3,159,0.28,579.7101449,57.45475438,99,1
202.6342452,b'1',70,1,168,0.37,289.8550725,28.72737719,76,1
0,b'1',53,2,156,0.38,86.95652174,8.618213157,64,1
1013.171226,b'1',68,2,170,0.35564,65.15652174,-10,134,1
0,b'1',66,3,164,0.3003,868.8115942,86.10744039,124,1
0,b'1',50,2,164,0.3674,289.8550725,28.72737719,66,1
0,b'1',46,1,159,0.33846,144.9275362,14.3636886,118,1
0,b'0',48,1,159,0.33372,246.3768116,-10,90,1
0,b'0',66,3,169,0.36364,133.3333333,4.309106579,91,1
202.6342452,b'1',51,1,155,0.35,-10,-10,-608,1
1519.756839,b'1',60,3,147,0.37,1161.73913,103.4185579,106,1
0,b'0',50,1,146,0.31892,173.9130435,17.23642631,131,1
0,b'1',67,1,168,0.32816,653.3333333,64.75150819,58,1
2532.928065,b'1',69,3,159,0.26,347.826087,34.47285263,95,1
0,b'0',46,1,146,0.3459,26.37681159,2.614191324,83,1
506.585613,b'1',46,3,164,0.33298,307.2463768,30.45101982,125,1
2532.928065,b'0',63,1,167,0.38,2785.507246,276.0700948,129,1
0,b'1',54,4,154,0.35712,31.88405797,0.861821316,74,1
0,b'0',43,1,146,0.3232,72.46376812,7.181844298,124,1
0,b'1',59,2,159,0.38,211.5942029,20.97098535,111,1
0,b'1',53,2,159,0.36,20.28985507,2.010916403,104,1
506.585613,b'1',51,4,154,0.36658,153.6231884,15.22550991,44,1
0,b'1',72,1,146,0.37,339.1304348,9.767308245,90,1
0,b'1',44,3,165,0.3608,144.9275362,11.85004309,105,1
0,b'0',67,2,175,0.39,428.4057971,41.62596955,96,1
0,b'0',49,1,167,0.3402,62.02898551,6.147658719,106,1
0,b'0',44,1,160,0.38,565.2173913,56.01838552,112,1
0,b'1',52,1,155,0.3745,104.3478261,-10,131,1
0,b'0',42,2,169,0.22694,28.98550725,2.872737719,-608,1
0,b'0',60,3,164,0.38,289.8550725,5.97787992,131,1
0,b'1',62,1,146,0.376,1130.434783,112.036771,116,1
0,b'0',45,2,170,0.33,28.98550725,-10,71,1
526.8490375,b'0',75,1,166,0.31112,579.7101449,57.45475438,132,1
0,b'1',53,2,166,0.30784,82.31884058,8.158575122,115,1
0,b'1',45,1,159,0.24572,127.5362319,12.64004596,127,1
506.585613,b'0',64,1,154,0.38,113.0434783,4.309106579,72,1
0,b'1',54,1,169,0.32964,125.2173913,12.41022695,68,1
0,b'1',68,3,159,0.26906,724.6376812,45.9638035,119,1
0,b'1',69,1,164,0.36,-10,-10,-609,1
0,b'0',56,3,164,0.34948,81.15942029,-10,110,1
0,b'0',47,2,146,0.34,1178.991304,14.79459925,12,1
0,b'1',54,1,146,0.24256,408.6956522,40.50560184,132,1
0,b'1',75,1,159,0.38,217.3913043,21.54553289,112,1
455.9270517,b'1',50,1,156,0.36502,127.5362319,11.49095088,104,1
0,b'1',51,2,164,0.36326,11.5942029,-10,45,1
0,b'1',50,2,173,0.3,724.6376812,23.5564493,126,1
0,b'1',64,3,164,0.35792,113.0434783,11.2036771,72,1
2532.928065,b'1',66,2,161,0.33334,59.42028986,5.889112324,20,1
0,b'1',54,1,164,0.34,402.8985507,39.93105429,119,1
2026.342452,b'1',52,1,171,0.33992,510.1449275,50.56018386,18,1
0,b'1',43,2,176,0.37552,231.884058,22.98190175,106,1
0,b'1',46,1,159,0.37,194.2028986,19.24734272,124,1
0,b'1',55,3,159,0.26154,304.3478261,30.16374605,124,1
0,b'0',39,2,159,0.3652,79.13043478,7.842573973,125,1
1013.171226,b'1',74,1,155,0.30416,887.826087,87.99195633,112,1
733.5359676,b'1',65,2,170,0.34,133.6231884,13.24332088,58,1
0,b'1',47,1,151,0.326,-10,-10,-609,1
0,b'1',75,3,159,0.35,146.3768116,11.49095088,74,1
121.5805471,b'0',45,3,151,0.32978,195.0724638,19.33352485,49,1
0,b'0',49,2,166,0.33366,552.4637681,10.68658431,72,1
2026.342452,b'1',66,3,164,0.26382,602.8985507,59.75294456,44,1
1013.171226,b'1',64,1,156,0.29314,927.5362319,91.92760701,122,1
2735.56231,b'1',51,1,170,0.36998,28.98550725,2.872737719,55,1
506.585613,b'1',65,3,154,0.35496,-10,-10,80,1
0,b'1',48,1,146,0.38,278.2608696,27.5782821,84,1
3039.513678,b'1',61,2,146,0.25,449.2753623,44.52743465,49,1
0,b'0',42,1,159,0.34998,746.6666667,74.00172364,98,1
2532.928065,b'1',46,1,156,0.38,289.8550725,27.72191899,127,1
15197.56839,b'1',46,1,168,0.25028,-10,-10,-609,1
0,b'1',53,2,160,0.36,405.7971014,37.77650101,129,1
0,b'1',62,1,146,0.37334,478.2608696,47.40017236,101,1
0,b'1',58,2,176,0.29928,959.1304348,95.05889112,108,1
0,b'0',40,1,159,0.37,7.942028986,-10,147,1
911.8541033,b'0',56,3,164,0.32998,210.1449275,-10,103,1
0,b'1',48,2,151,0.3,140,13.87532318,131,1
1519.756839,b'0',38,1,175,0.34642,116.2318841,11.51967825,76,1
0,b'1',44,1,160,0.34696,92.75362319,9.192760701,118,1
506.585613,b'1',42,2,151,0.3469,57.10144928,5.659293307,48,1
24316.10942,b'1',64,2,170,0.37958,1376.953623,119.8290721,81,1
759.8784195,b'1',46,2,170,0.35246,-10,-10,-609,1
0,b'0',48,2,158,0.355,117.3913043,11.63458776,120,1
0,b'1',68,1,160,0.39,115.942029,11.49095088,47,1
0,b'0',58,2,158,0.37178,-10,-10,-609,0
0,b'1',50,2,164,0.25536,782.6086957,70.95662166,99,1
0,b'1',73,1,170,0.38,226.0869565,22.40735421,74,1
0,b'1',71,1,151,0.3527,121.7391304,10.91640333,132,1
0,b'0',66,3,146,0.38,823.1884058,81.58575122,132,1
0,b'1',42,1,176,0.37,72.17391304,7.15311692,41,1
0,b'1',54,1,160,0.36,217.3913043,21.54553289,18,1
0,b'1',44,1,164,0.32224,40.57971014,4.021832807,82,1
1266.464032,b'1',55,1,153,0.35022,202.8985507,-10,89,1
5572.441743,b'1',66,2,164,0.29628,629.1304348,62.35277219,79,1
1013.171226,b'0',61,3,173,0.36372,349.2753623,34.61648951,48,0
0,b'0',54,2,147,0.37,140.5797101,13.93277794,98,1
0,b'0',50,1,166,0.34036,46.37681159,4.59638035,47,1
2026.342452,b'1',58,1,146,0.37454,650.7246377,64.49296179,105,1
0,b'1',68,1,159,0.3329,2157.971014,213.8753232,127,1
4052.684904,b'1',43,1,170,0.22084,81.73913043,-10,-608,1
0,b'1',72,1,160,0.32072,153.6231884,15.22550991,111,1
7092.198582,b'1',66,2,147,0.317,724.6376812,71.81844298,130,1
0,b'1',61,2,151,0.32962,327.5362319,32.46193623,131,1
0,b'1',50,2,146,0.38,202.8985507,20.10916403,50,1
1418.439716,b'1',60,3,148,0.37,237.6811594,23.5564493,105,1
3343.465046,b'1',70,1,159,0.37,1181.449275,117.0927894,107,1
0,b'1',55,2,156,0.30934,434.7826087,6.607296754,11,1
0,b'0',75,1,159,0.3,669.8550725,66.38896869,66,1
1114.488349,b'0',75,3,162,0.36792,301.7391304,17.81097386,134,1
0,b'0',73,3,172,0.35954,254.3478261,0.000287274,122,1
0,b'1',54,2,146,0.28404,226.0869565,22.40735421,113,1
0,b'0',53,1,157,0.36706,92.75362319,2.872737719,48,1
3039.513678,b'1',71,2,168,0.34,284.057971,28.15282965,120,1
0,b'1',67,2,159,0.26382,484.057971,47.97471991,130,1
0,b'0',53,1,164,0.34658,52.17391304,5.170927894,62,1
0,b'0',51,1,162,0.36666,369.5652174,36.62740592,111,1
0,b'1',63,1,169,0.31046,153.6231884,15.22550991,115,1
0,b'1',74,2,159,0.34,150.7246377,-10,95,1
0,b'1',52,2,160,0.3091,298.5507246,29.58919851,37,1
0,b'0',70,2,166,0.37058,579.7101449,57.45475438,61,1
0,b'1',51,2,148,0.24498,28.98550725,2.872737719,121,1
790.2735562,b'0',68,1,175,0.34,401.1594203,37.77650101,57,1
0,b'1',54,2,160,0.31652,1088.695652,107.9000287,105,1
0,b'1',49,1,146,0.36666,211.5942029,-10,67,1
0,b'1',67,3,164,0.34,400,39.64378052,101,1
607.9027356,b'1',65,1,148,0.3479,107.2463768,10.62912956,78,1
607.9027356,b'0',70,2,155,0.3738,144.9275362,-10,-608,1
0,b'1',60,1,173,0.38,365.2173913,36.19649526,90,1
1013.171226,b'0',45,1,154,0.368,38.26086957,3.792013789,74,1
1215.805471,b'1',50,3,164,0.38,-10,-10,-609,1
0,b'0',46,2,151,0.3789,171.0144928,16.94915254,63,1
911.8541033,b'1',71,1,153,0.33212,237.6811594,23.5564493,79,1
0,b'1',50,4,164,0.37998,104.3478261,10.34185579,77,1
0,b'1',63,2,160,0.22758,372.4637681,36.91467969,105,1
1519.756839,b'1',59,1,160,0.29302,995.6521739,98.67854065,86,1
0,b'0',53,3,146,0.325,565.2173913,56.01838552,110,1
0,b'0',37,1,159,0.32,86.95652174,8.618213157,74,1
5065.85613,b'1',73,2,168,0.36994,342.0289855,33.89830508,109,1
0,b'1',54,3,160,0.33876,305.7971014,30.30738294,91,1
0,b'0',67,1,146,0.27728,266.6666667,26.42918702,129,1
0,b'1',75,3,171,0.3084,945.7971014,93.73743177,111,1
4356.636272,b'0',53,3,162,0.3,668.115942,66.21660442,120,1
0,b'0',65,3,164,0.38,182.6086957,18.09824763,101,1
0,b'1',57,1,159,0.34,257.9710145,25.5673657,63,1
0,b'1',59,2,152,0.33996,1565.217391,71.24389543,129,1
638.2978723,b'1',52,2,147,0.29294,318.8405797,31.60011491,91,1
0,b'1',44,1,160,0.28236,960.8695652,25.85463947,61,1
0,b'1',55,2,146,0.3159,359.4202899,35.62194772,131,1
0,b'0',74,1,146,0.36666,221.7449275,21.9770181,103,1
1621.073961,b'0',59,2,167,0.38,69.56521739,-10,146,1
0,b'1',52,2,163,0.34,617.1768116,57.45475438,84,1
0,b'1',53,1,158,0.36842,130.4347826,12.92731974,74,1
0,b'0',48,1,168,0.38,115.9536232,11.49209997,44,1
0,b'1',47,1,164,0.377,237.6811594,23.5564493,117,1
0,b'1',73,5,167,0.37,86.95652174,8.618213157,66,1
0,b'1',39,3,177,0.37,34.7826087,3.447285263,125,1
810.5369807,b'0',51,3,146,0.31402,284.057971,12.35277219,75,1
0,b'1',51,3,147,0.3179,383.4782609,38.00632002,120,1
0,b'1',60,2,167,0.37,547.826087,53.63401321,71,1
0,b'1',74,3,164,0.38998,763.7652174,56.56420569,88,1
1823.708207,b'1',56,3,152,0.36,318.8405797,31.60011491,71,1
5065.85613,b'1',59,1,171,0.34,249.2753623,24.70554438,92,1
0,b'1',60,1,160,0.31858,440.5797101,43.66561333,123,1
0,b'1',48,2,159,0.32888,704.3478261,69.80752657,96,1
607.9027356,b'1',56,2,159,0.30602,237.6811594,23.5564493,-40,1
1418.439716,b'1',51,1,160,0.38,1035.202899,102.5983913,89,1
0,b'0',46,3,159,0.36,303.1884058,30.04883654,106,1
0,b'1',58,2,164,0.34576,731.884058,72.53662741,112,1
0,b'1',42,1,146,0.35,382.3188406,37.89141051,3,1
0,b'1',48,3,164,0.3579,770,76.31427751,129,1
0,b'1',43,1,171,0.38,579.7101449,6.894570526,108,1
881.4589666,b'1',50,3,164,0.36994,-10,-10,107,1
0,b'1',70,1,164,0.31696,1084.057971,107.4403907,132,1
0,b'0',49,1,146,0.34762,431.0144928,42.71760988,131,1
0,b'1',68,2,164,0.25802,771.0144928,76.41482333,97,1
0,b'1',54,2,159,0.30048,553.0144928,28.72737719,79,1
0,b'1',42,1,163,0.34114,506.3768116,50.18672795,83,1
0,b'0',58,1,160,0.37,538.2608696,53.34673944,-3,1
0,b'1',45,1,166,0.34,663.7681159,65.78569377,124,1
0,b'1',56,2,164,0.36926,289.8550725,28.72737719,51,1
1215.805471,b'1',48,2,146,0.38,979.7101449,97.0985349,109,1
810.5369807,b'1',43,1,156,0.3719,34.7826087,3.447285263,108,1
0,b'1',75,3,164,0.38,307.2463768,30.45101982,105,1
2532.928065,b'1',67,2,167,0.30322,376.8115942,37.34559035,98,1
810.5369807,b'1',64,3,157,0.38,98.55072464,-10,48,1
0,b'0',49,2,156,0.29096,-10,-10,104,1
0,b'1',53,1,160,0.36,263.7681159,26.14191324,59,1
0,b'1',66,3,164,0.36984,107.2463768,10.62912956,57,1
3546.099291,b'1',70,2,161,0.32,522.6086957,7.555300201,35,1
0,b'1',74,1,159,0.32432,704.3478261,69.80752657,125,1
0,b'1',61,1,159,0.35958,124.6376812,12.35277219,70,1
0,b'1',45,4,159,0.36326,71.63768116,4.740017236,68,1
3039.513678,b'1',52,1,146,0.36,391.3043478,38.78195921,94,1
0,b'1',48,1,156,0.35496,485.5072464,48.11835679,117,1
1317.122594,b'1',74,3,152,0.28888,295.6521739,17.81097386,88,1
810.5369807,b'1',48,2,152,0.37,220.2898551,21.83280666,109,1
0,b'1',51,2,164,0.34714,93.04347826,9.221488078,110,1
0,b'1',43,2,163,0.30476,350.4347826,14.65096237,101,1
0,b'1',75,3,164,0.37992,69.56521739,6.894570526,-608,1
810.5369807,b'0',72,1,165,0.275,186.6666667,18.50043091,56,1
0,b'1',59,1,146,0.37,121.7391304,12.06549842,55,1
911.8541033,b'1',55,2,164,0.28804,113.0434783,8.905486929,87,1
709.2198582,b'1',43,1,156,0.37,43.47826087,4.309106579,108,1
0,b'0',44,2,146,0.3642,579.7101449,57.45475438,124,1
0,b'0',42,1,146,0.36,188.4057971,18.67279517,6,1
1013.171226,b'1',49,2,166,0.34574,139.1304348,13.78914105,92,1
1621.073961,b'1',58,3,166,0.33352,417.3913043,-10,101,1
0,b'1',51,1,160,0.37996,1171.014493,20.10916403,93,1
0,b'1',48,1,164,0.35964,58.26086957,-10,131,1
0,b'1',69,3,146,0.30522,101.4492754,-10,-608,1
5491.388045,b'1',67,1,160,0.37,311.0144928,15.51278368,87,1
0,b'1',65,1,167,0.38,869.5652174,24.70554438,87,1
3039.513678,b'1',62,1,146,0.31428,1449.275362,143.636886,107,1
405.2684904,b'1',71,1,168,0.37,198.8405797,19.70698075,65,1
0,b'1',65,1,168,0.37,289.8550725,28.72737719,63,1
1013.171226,b'1',75,1,171,0.3673,921.7391304,91.35305947,52,1
0,b'1',54,2,164,0.34904,1343.768116,133.1801207,111,1
0,b'1',67,1,151,0.37,579.7101449,6.894570526,132,1
0,b'1',72,3,170,0.368,275.3623188,0.861821316,80,1
2127.659574,b'0',49,2,146,0.36576,289.8550725,28.72737719,118,1
0,b'1',47,1,160,0.35076,40.57971014,4.021832807,22,1
4052.684904,b'1',72,2,159,0.30958,342.0289855,18.67279517,119,1
0,b'1',52,1,146,0.38,478.2608696,34.68830796,122,1
0,b'1',52,2,149,0.31824,86.95652174,8.618213157,94,1
0,b'1',50,3,160,0.35642,26.08695652,-10,131,1
6231.00304,b'1',74,3,164,0.3626,1008.115942,99.91381787,-30,1
0,b'0',47,2,167,0.336,-10,-10,-608,1
0,b'1',75,3,169,0.2799,342.0289855,33.89830508,37,1
0,b'0',50,1,175,0.36924,226.0869565,22.40735421,56,1
0,b'1',57,3,164,0.31226,359.4202899,35.62194772,93,1
0,b'1',51,2,146,0.37,263.7681159,26.14191324,16,1
0,b'0',46,5,151,0.272,60.28985507,4.740017236,47,1
810.5369807,b'1',60,2,175,0.35926,314.4927536,31.16920425,58,1
0,b'1',49,3,159,0.38,89.85507246,8.905486929,121,1
0,b'0',74,1,166,0.29712,475.6521739,47.14162597,67,1
3748.733536,b'0',59,3,159,0.255,182.6086957,18.09824763,81,1
0,b'1',51,1,160,0.33958,46.37681159,4.59638035,94,1
3039.513678,b'1',66,3,159,0.33994,878.2608696,87.04395289,81,1
0,b'1',75,3,164,0.24356,749.2753623,71.81844298,93,1
0,b'0',70,1,159,0.36956,504.3478261,49.98563631,95,1
253.2928065,b'1',44,1,151,0.36904,136.5217391,3.590922149,90,1
628.1661601,b'0',53,1,146,0.24872,227.3913043,22.53662741,123,1
0,b'0',57,2,171,0.32,144.9275362,14.3636886,116,1
0,b'1',48,2,159,0.27696,115.942029,11.49095088,85,1
0,b'1',53,2,164,0.38,191.3043478,4.309106579,82,1
1013.171226,b'1',60,1,173,0.38,414.4927536,41.08014938,76,1
0,b'1',61,1,168,0.36772,115.942029,11.49095088,80,1
658.5612969,b'1',74,3,164,0.31428,45.2173913,4.481470842,124,1
0,b'1',40,3,146,0.34,144.9275362,14.3636886,45,1
0,b'1',52,2,159,0.27598,76.8115942,-10,93,1
0,b'0',53,1,156,0.34206,67.24637681,6.664751508,70,1
1519.756839,b'1',74,1,164,0.34446,23.1884058,-10,73,1
0,b'1',48,1,146,0.3408,605.8376812,20.10916403,128,1
1013.171226,b'1',50,3,151,0.28436,89.85507246,8.905486929,96,1
101.3171226,b'1',42,1,156,0.36,203.1884058,20.13789141,88,1
0,b'1',67,3,148,0.33076,2.898550725,-10,120,1
0,b'0',60,2,148,0.32278,479.7101449,47.54380925,77,1
0,b'0',50,1,160,0.38,95.65217391,9.480034473,104,1
0,b'1',52,3,148,0.37376,91.5942029,9.077851192,128,1
0,b'1',70,1,164,0.34496,344.9275362,34.18557886,124,1
0,b'0',47,2,159,0.33926,217.3913043,21.54553289,102,1
0,b'1',50,2,147,0.2575,34.7826087,-10,93,1
0,b'1',50,1,147,0.32094,165.2173913,16.374605,88,1
385.0050659,b'1',47,1,154,0.36,29.27536232,2.901465096,82,1
20263.42452,b'1',57,3,147,0.28572,304.3478261,30.16374605,83,1
0,b'1',46,3,164,0.34034,95.65217391,9.480034473,118,1
0,b'0',46,1,156,0.3705,117.3913043,11.63458776,82,1
0,b'0',39,1,159,0.35714,20.57971014,1.43636886,66,1
810.5369807,b'1',56,1,166,0.38,883.7681159,87.58977305,55,1
0,b'0',42,1,146,0.34552,208.9855072,20.71243895,115,1
0,b'1',57,1,167,0.33044,108.6956522,-10,132,1
0,b'1',73,1,170,0.38,86.95652174,-10,122,1
1013.171226,b'1',57,1,149,0.36364,168.115942,16.66187877,107,1
2026.342452,b'1',54,3,171,0.34,1652.173913,4.452743465,43,1
0,b'1',64,3,160,0.39,495.6521739,49.123815,128,1
0,b'1',51,3,159,0.26,348.4057971,21.25825912,129,1
1519.756839,b'1',45,1,146,0.343,49.27536232,-10,108,1
0,b'0',65,1,169,0.38,724.6376812,71.81844298,113,1
759.8784195,b'1',50,1,166,0.37,144.9275362,14.3636886,51,1
0,b'1',51,1,164,0.32726,393.9130435,39.0405056,106,1
1013.171226,b'1',54,1,169,0.34118,11.5942029,-10,82,1
1519.756839,b'0',73,3,146,0.35484,762.3188406,75.55300201,129,1
1519.756839,b'1',62,1,146,0.3391,217.3913043,21.54553289,101,1
1013.171226,b'1',70,3,164,0.3223,-10,-10,53,1
0,b'0',49,1,148,0.34,426.0869565,42.22924447,79,1
0,b'0',50,1,160,0.33,56.35362319,-10,-608,1
0,b'1',57,2,146,0.36,546.9565217,45.38925596,99,1
0,b'1',46,2,164,0.35694,202.8985507,20.10916403,88,1
